City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
390,Riyadh,SA,2021-10-12 23:33:58,24.6877,46.7219,71.74,11,0,1.88
391,Bandarbeyla,SO,2021-10-12 23:33:36,9.4942,50.8122,77.83,89,69,16.98
392,Atherton,GB,2021-10-12 23:34:43,53.5237,-2.4935,56.1,94,85,2.84
393,Zhigansk,RU,2021-10-12 23:34:44,66.7697,123.3711,14.77,96,100,3.42
394,Kamina,CD,2021-10-12 23:34:44,-8.7386,24.9906,65.35,85,34,4.94
395,Jiayuguan,CN,2021-10-12 23:34:45,39.8167,98.3,40.19,29,66,4.32
396,Japura,ID,2021-10-12 23:34:45,-0.3167,102.35,76.26,93,99,1.66
397,Toronto,CA,2021-10-12 23:33:50,43.7001,-79.4163,71.37,86,1,1.01
398,Vao,NC,2021-10-12 23:34:46,-22.6667,167.4833,68.83,92,100,20.6
399,Rio Gallegos,AR,2021-10-12 23:34:46,-51.6226,-69.2181,57.25,26,90,18.41
400,Korla,CN,2021-10-12 23:30:32,41.7597,86.1469,49.15,31,38,10.09
401,Namibe,AO,2021-10-12 23:34:47,-15.1961,12.1522,68.07,89,75,4.18
402,Presidente Dutra,BR,2021-10-12 23:34:48,-5.29,-44.49,86.7,42,52,2.08
403,Berberati,CF,2021-10-12 23:34:48,4.2612,15.7922,69.42,95,79,1.72
404,Salalah,OM,2021-10-12 23:34:49,17.0151,54.0924,75.29,60,0,3.44
405,Chililabombwe,ZM,2021-10-12 23:34:50,-12.3648,27.8229,63.09,58,55,6.49
406,Kyra,RU,2021-10-12 23:34:51,49.5776,111.9753,36.25,67,23,4.63
407,Khanpur,PK,2021-10-12 23:34:51,28.6453,70.6567,77.22,20,0,4.65
408,George,ZA,2021-10-12 23:34:52,-33.963,22.4617,54.95,94,90,3.44
409,Isabela,PH,2021-10-12 23:34:53,6.7085,121.9711,78.85,78,100,3.24
410,Brockville,CA,2021-10-12 23:30:57,44.5834,-75.6826,68.77,80,3,6.17
411,Hinton,CA,2021-10-12 23:34:53,53.4001,-117.5857,42.84,35,97,3.78
412,Ronne,DK,2021-10-12 23:34:54,55.1009,14.7066,44.51,81,68,5.75
413,Nuuk,GL,2021-10-12 23:34:55,64.1835,-51.7216,34.41,93,20,1.14
414,Piacabucu,BR,2021-10-12 23:34:56,-10.4056,-36.4344,76.46,79,55,10.78
415,Normandin,CA,2021-10-12 23:34:57,48.8333,-72.5321,66.51,88,100,2.3
416,Yurimaguas,PE,2021-10-12 23:34:58,-5.9,-76.0833,81.07,71,77,1.61
417,San Fernando,PH,2021-10-12 23:34:58,15.0286,120.6898,80.96,96,100,2.06
418,Mambajao,PH,2021-10-12 23:34:59,9.2504,124.7156,83.26,79,88,4.25
419,Agadir,MA,2021-10-12 23:34:59,30.4202,-9.5982,66.65,89,0,4.21
420,Sadiqabad,PK,2021-10-12 23:35:00,28.3062,70.1307,77.41,21,0,3.94
421,Andros Town,BS,2021-10-12 23:35:01,24.7,-77.7667,80.56,70,69,11.41
422,Marawi,PH,2021-10-12 23:35:01,7.9986,124.2928,70.65,62,49,2.46
423,Urusha,RU,2021-10-12 23:35:02,54.05,122.9,33.28,70,100,10.09
424,Canakkale,TR,2021-10-12 23:35:03,40.0833,26.8333,54.21,93,74,4.63
425,Faya,SA,2021-10-12 23:35:04,18.3851,42.4509,59.11,20,33,5.97
426,Hajnowka,PL,2021-10-12 23:35:05,52.7433,23.5812,43.81,77,72,4.36
427,Micheweni,TZ,2021-10-12 23:35:06,-4.9667,39.8333,75.78,85,99,10.38
428,Scarborough,GB,2021-10-12 23:35:06,54.2797,-0.4044,49.08,87,40,1.01
429,Sakakah,SA,2021-10-12 23:35:07,29.9697,40.2064,80.17,16,84,10.78
430,Rorvik,NO,2021-10-12 23:35:08,64.8621,11.2373,46.4,60,100,13.51
431,Policoro,IT,2021-10-12 23:35:08,40.2115,16.6726,56.91,83,17,8.28
432,Paragominas,BR,2021-10-12 23:35:09,-2.9667,-47.4833,83.93,53,81,7.58
433,Svay Rieng,KH,2021-10-12 23:35:09,11.0879,105.7993,76.44,88,100,8.41
434,Tabou,CI,2021-10-12 23:35:10,4.423,-7.3528,76.55,92,49,7.09
435,Ciudad Guayana,VE,2021-10-12 23:35:10,8.3533,-62.6528,83.01,65,81,5.73
436,Weyburn,CA,2021-10-12 23:34:05,49.6668,-103.8511,43.02,49,99,9.22
437,Port-Gentil,GA,2021-10-12 23:35:11,-0.7193,8.7815,78.76,89,75,9.22
438,Pumiao,CN,2021-10-12 23:35:12,22.75,108.4833,70.2,67,99,16.67
439,Port Lincoln,AU,2021-10-12 23:33:04,-34.7333,135.8667,55.27,62,100,18.77
440,Alyangula,AU,2021-10-12 23:35:13,-13.8483,136.4192,84.07,74,33,6.91
441,Naze,JP,2021-10-12 23:35:13,28.3667,129.4833,79.72,76,92,15.14
442,Rio Grande,BR,2021-10-12 23:35:14,-32.035,-52.0986,65.95,93,33,8.08
443,Waslala,NI,2021-10-12 23:35:14,13.2333,-85.3833,88.14,84,14,1.16
444,Teknaf,BD,2021-10-12 23:35:15,20.8624,92.3058,79.14,89,61,4.47
445,Dingle,PH,2021-10-12 23:33:52,10.9995,122.6711,81.93,84,99,11.36
446,Wewak,PG,2021-10-12 23:35:15,-3.5534,143.6268,82.31,83,61,6.46
447,Oistins,BB,2021-10-12 23:35:16,13.0667,-59.5333,82.49,83,75,16.11
448,Belawan,ID,2021-10-12 23:35:16,3.7755,98.6832,77.29,86,96,3.69
449,Kawalu,ID,2021-10-12 23:35:17,-7.3817,108.2082,75.18,77,100,1.1
450,Shelopugino,RU,2021-10-12 23:35:18,51.6514,117.5599,39.51,64,71,1.88
451,Yerbogachen,RU,2021-10-12 23:35:18,61.2767,108.0108,15.84,86,27,3.11
452,Parnamirim,BR,2021-10-12 23:35:18,-5.9156,-35.2628,77.34,83,20,4.61
453,Nizwa,OM,2021-10-12 23:35:19,22.9333,57.5333,78.53,36,1,1.81
454,Mendi,PG,2021-10-12 23:35:19,-6.1761,143.6513,70.57,61,80,2.89
455,Muisne,EC,2021-10-12 23:35:20,0.6,-80.0333,74.73,83,90,8.08
456,Ritchie,ZA,2021-10-12 23:35:20,-29.038,24.6028,69.01,28,60,12.71
457,Wangqing,CN,2021-10-12 23:35:21,43.3218,129.7634,50.76,63,0,2.86
458,Poros,GR,2021-10-12 23:35:22,37.4994,23.4536,65.61,62,8,1.5
459,Terrace,CA,2021-10-12 23:35:22,54.5163,-128.6035,48.11,76,75,24.16
460,Beringovskiy,RU,2021-10-12 23:33:32,63.05,179.3167,21.11,80,45,12.19
461,Haines Junction,CA,2021-10-12 23:35:23,60.7522,-137.5108,40.95,81,98,1.14
462,Vestmannaeyjar,IS,2021-10-12 23:35:24,63.4427,-20.2734,49.3,98,100,11.5
463,Brus Laguna,HN,2021-10-12 23:35:24,15.75,-84.4833,76.71,87,5,3.8
464,Jaciara,BR,2021-10-12 23:35:25,-15.9653,-54.9683,79.12,71,99,2.82
465,Rognan,NO,2021-10-12 23:35:26,67.0953,15.3878,39.06,93,100,3.36
466,Borba,BR,2021-10-12 23:35:27,-4.3878,-59.5939,78.85,76,73,2.71
467,Gobabis,NA,2021-10-12 23:35:27,-22.45,18.9667,64.45,38,2,12.03
468,Mount Pleasant,US,2021-10-12 23:35:28,32.7941,-79.8626,71.01,86,40,0.0
469,Dapaong,TG,2021-10-12 23:35:28,10.8639,0.205,80.46,61,62,4.61
470,Sept-Iles,CA,2021-10-12 23:33:02,50.2001,-66.3821,55.92,90,90,0.0
471,Westport,US,2021-10-12 23:31:01,41.1415,-73.3579,66.34,89,1,1.01
472,Alta Floresta,BR,2021-10-12 23:35:29,-9.8756,-56.0861,77.61,71,42,1.28
473,Chiredzi,ZW,2021-10-12 23:35:29,-21.05,31.6667,64.6,36,0,2.13
474,Mezhdurechenskiy,RU,2021-10-12 23:35:30,59.6,65.9333,41.4,98,100,4.45
475,Konya,TR,2021-10-12 23:30:47,38.1667,32.5,54.88,64,56,4.18
476,Saint-Pierre,RE,2021-10-12 23:30:45,-21.3393,55.4781,73.08,94,75,0.0
477,Bosaso,SO,2021-10-12 23:34:20,11.2842,49.1816,81.46,64,67,4.12
478,Djenne,ML,2021-10-12 23:35:31,13.9061,-4.5533,85.37,44,82,7.58
479,Anadyr,RU,2021-10-12 23:30:56,64.75,177.4833,18.1,85,0,8.01
480,Ciudad Bolivar,VE,2021-10-12 23:35:32,8.1222,-63.5497,84.06,67,60,6.62
481,Lasa,IT,2021-10-12 23:35:32,46.6166,10.7002,45.48,90,84,5.35
482,Kil,SE,2021-10-12 23:35:33,59.5072,13.314,37.29,81,48,8.05
483,Mayor Pablo Lagerenza,PY,2021-10-12 23:35:34,-19.9309,-60.7718,83.8,54,73,5.14
484,Misratah,LY,2021-10-12 23:35:34,32.3754,15.0925,72.16,55,98,10.02
485,Tarnos,FR,2021-10-12 23:35:35,43.5417,-1.4628,53.1,93,0,2.3
486,La Crosse,US,2021-10-12 23:35:05,43.8014,-91.2396,64.13,83,76,2.51
487,Maceio,BR,2021-10-12 23:35:35,-9.6658,-35.7353,76.44,88,0,4.61
488,Oktyabrskoye,RU,2021-10-12 23:35:36,43.0645,44.7417,46.54,100,10,2.24
489,Ola,RU,2021-10-12 23:35:36,59.5833,151.2833,33.28,67,100,2.95
490,Katangli,RU,2021-10-12 23:35:37,51.7102,143.2326,50.63,66,100,15.48
491,Cerritos,US,2021-10-12 23:35:37,33.8583,-118.0648,76.48,30,1,7.0
492,Kibala,TD,2021-10-12 23:35:38,9.1104,18.3463,82.35,78,0,0.0
493,Mbalmayo,CM,2021-10-12 23:35:38,3.5167,11.5,66.33,96,100,0.65
494,Galveston,US,2021-10-12 23:33:25,29.3669,-94.9669,85.21,83,25,1.99
495,Kulhudhuffushi,MV,2021-10-12 23:35:39,6.6221,73.07,82.6,77,81,17.78
496,Coquimbo,CL,2021-10-12 23:35:39,-29.9533,-71.3436,56.93,71,0,9.22
497,Aleksandriya,RU,2021-10-12 23:35:40,45.0947,43.2456,51.84,93,59,13.51
498,Christchurch,NZ,2021-10-12 23:30:53,-43.5333,172.6333,48.9,79,90,10.0
499,Pacific Grove,US,2021-10-12 23:31:02,36.6177,-121.9166,72.61,51,1,8.99
500,Thakurgaon,BD,2021-10-12 23:35:40,26.0333,88.4667,74.62,92,16,4.05
501,Guerrero Negro,MX,2021-10-12 23:35:41,27.9769,-114.0611,68.38,51,0,23.06
502,Suoyarvi,RU,2021-10-12 23:35:41,62.0833,32.35,39.87,93,98,5.39
503,Tolaga Bay,NZ,2021-10-12 23:35:42,-38.3667,178.3,60.93,38,29,7.47
504,Chengde,CN,2021-10-12 23:35:42,40.9725,117.9361,49.57,63,45,2.17
505,Bonfim,BR,2021-10-12 23:35:43,3.0833,-59.95,85.84,56,92,5.48
506,Brae,GB,2021-10-12 23:35:43,60.3964,-1.353,49.91,78,100,11.74
507,Puerto Escondido,MX,2021-10-12 23:35:44,15.85,-97.0667,88.63,55,40,5.75
508,High Level,CA,2021-10-12 23:35:44,58.5169,-117.136,50.11,34,75,12.66
509,Batemans Bay,AU,2021-10-12 23:35:45,-35.7167,150.1833,62.1,67,100,2.55
510,Hutchinson,US,2021-10-12 23:32:11,38.0608,-97.9298,64.35,68,75,12.66
511,Prachin Buri,TH,2021-10-12 23:35:46,14.0833,101.6667,77.07,95,100,1.81
512,Kashi,CN,2021-10-12 23:35:47,39.4547,75.9797,51.01,11,0,11.18
513,Dzilam Gonzalez,MX,2021-10-12 23:35:47,21.2833,-88.9333,79.99,65,3,8.37
514,Deputatskiy,RU,2021-10-12 23:35:47,69.3,139.9,21.6,95,100,3.71
515,Kilindoni,TZ,2021-10-12 23:35:48,-7.9139,39.6668,77.05,79,58,14.76
516,Galdar,ES,2021-10-12 23:35:49,28.147,-15.6502,70.36,71,71,10.6
517,Baillif,GP,2021-10-12 23:35:49,16.0202,-61.7463,76.5,77,100,15.84
518,Terrace Bay,CA,2021-10-12 23:35:49,48.7834,-87.1,58.62,89,100,15.95
519,Hammerfest,NO,2021-10-12 23:33:14,70.6634,23.6821,41.45,75,75,11.5
520,Vorukh,TJ,2021-10-12 23:35:51,39.8494,70.5838,44.31,37,0,3.42
521,Campbell River,CA,2021-10-12 23:35:51,50.0163,-125.2446,45.93,92,90,5.99
522,Porto Novo,BJ,2021-10-12 23:33:18,6.4965,2.6036,80.42,89,80,6.87
523,Sinnamary,GF,2021-10-12 23:35:53,5.3833,-52.95,80.51,83,89,9.91
524,Cherepovets,RU,2021-10-12 23:35:53,59.1333,37.9,43.23,82,100,7.27
525,Wanning,CN,2021-10-12 23:35:54,18.8003,110.3967,70.32,91,100,31.74
526,Northam,GB,2021-10-12 23:35:55,51.0333,-4.2167,55.62,92,68,1.39
527,Nur,PL,2021-10-12 23:35:56,52.6683,22.3221,41.59,90,91,4.52
528,Ramotswa,BW,2021-10-12 23:35:57,-24.8716,25.8699,60.42,24,58,1.88
529,Saint-Louis,SN,2021-10-12 23:35:57,16.3333,-15.0,82.04,40,55,13.62
530,Turukhansk,RU,2021-10-12 23:35:58,65.8167,87.9833,21.09,85,49,0.92
531,Chimbote,PE,2021-10-12 23:34:33,-9.0853,-78.5783,63.01,85,24,11.95
532,Hoi An,VN,2021-10-12 23:35:58,15.8794,108.335,76.96,85,100,10.65
533,Saint Anthony,US,2021-10-12 23:35:59,45.0205,-93.218,63.66,79,90,0.0
534,Terra Santa,BR,2021-10-12 23:35:59,-2.1042,-56.4869,84.56,45,7,3.09
535,Ushtobe,KZ,2021-10-12 23:36:00,45.2514,77.9838,37.26,70,0,8.37
536,Puerto Baquerizo Moreno,EC,2021-10-12 23:32:53,-0.9,-89.6,69.48,86,43,13.29
537,Gigmoto,PH,2021-10-12 23:36:01,13.7796,124.39,82.69,80,98,9.55
538,Tamiahua,MX,2021-10-12 23:36:02,21.2667,-97.45,81.88,87,20,9.55
539,Kushiro,JP,2021-10-12 23:36:02,42.975,144.3747,52.75,87,20,2.3
540,Byron Bay,AU,2021-10-12 23:33:43,-28.65,153.6167,69.75,81,100,10.18
541,Nurobod,UZ,2021-10-12 23:36:04,40.9056,69.8023,43.65,31,0,3.67
542,Ayan,RU,2021-10-12 23:36:05,56.45,138.1667,35.4,35,100,11.61
543,Dawson Creek,CA,2021-10-12 23:36:05,55.7666,-120.2362,46.04,46,20,13.8
544,Raudeberg,NO,2021-10-12 23:36:05,61.9875,5.1352,42.19,88,100,3.0
545,Fare,PF,2021-10-12 23:36:06,-16.7,-151.0167,80.02,77,55,12.88
546,Nioro,GM,2021-10-12 23:36:06,13.35,-15.75,77.29,78,70,4.59
547,Broome,US,2021-10-12 23:36:07,42.2506,-75.833,64.98,86,1,9.22
548,Boyolangu,ID,2021-10-12 23:36:07,-8.1181,111.8935,77.34,75,81,5.84
549,Cachoeira Do Sul,BR,2021-10-12 23:36:07,-30.0392,-52.8939,64.11,84,27,2.1
550,Tubuala,PA,2021-10-12 23:36:08,9.5167,-79.0333,79.34,76,74,4.41
551,Rosarito,MX,2021-10-12 23:36:08,32.3333,-117.0333,69.24,35,0,10.63
552,Mecca,SA,2021-10-12 23:36:09,21.4267,39.8261,84.99,28,3,4.45
553,Wilhelmsburg,AT,2021-10-12 23:36:09,48.1057,15.6054,47.84,85,98,6.29
554,Coruripe,BR,2021-10-12 23:34:16,-10.1256,-36.1756,76.08,78,70,11.99
555,Vondrozo,MG,2021-10-12 23:36:10,-22.8167,47.2833,59.97,85,98,0.31
556,Acapulco,MX,2021-10-12 23:35:26,16.8634,-99.8901,85.82,74,40,9.22
557,Teruel,ES,2021-10-12 23:36:11,40.6667,-0.6667,49.14,52,2,3.58
558,Youkounkoun,GN,2021-10-12 23:36:12,12.5333,-13.1333,80.37,77,84,3.27
559,Ridgecrest,US,2021-10-12 23:36:13,35.6225,-117.6709,68.02,13,1,1.01
560,Ostersund,SE,2021-10-12 23:36:13,63.1792,14.6357,37.85,81,20,14.97
561,Gat,IL,2021-10-12 23:32:30,31.61,34.7642,79.39,61,100,6.69
562,Guanare,VE,2021-10-12 23:36:14,9.0418,-69.7421,74.77,96,99,2.01
563,Lagos,NG,2021-10-12 23:36:14,6.5833,3.75,80.92,93,88,4.7
564,Kashan,IR,2021-10-12 23:36:15,33.9831,51.4364,61.95,19,2,2.01
565,Sorong,ID,2021-10-12 23:36:15,-0.8833,131.25,83.82,75,100,5.39
566,Killybegs,IE,2021-10-12 23:36:16,54.6333,-8.45,52.45,89,93,3.13
567,Shenkursk,RU,2021-10-12 23:36:16,62.1091,42.896,41.72,84,100,6.71
568,Bonavista,CA,2021-10-12 23:36:17,48.6499,-53.1147,49.12,95,100,24.96
569,Bani,DO,2021-10-12 23:36:17,18.2833,-70.3333,77.86,83,100,3.22
570,Mongagua,BR,2021-10-12 23:36:18,-24.0931,-46.6208,76.93,94,33,5.75
571,Tecpan,GT,2021-10-12 23:36:18,14.7623,-90.9947,65.52,90,83,2.39
572,Inhambane,MZ,2021-10-12 23:36:19,-23.865,35.3833,66.7,77,1,6.62
573,Manavalakurichi,IN,2021-10-12 23:36:19,8.1333,77.3,77.09,86,91,12.77
574,Hangu,CN,2021-10-12 23:36:20,39.2489,117.7892,55.44,62,54,3.33
575,Fort Saint James,CA,2021-10-12 23:36:20,54.4333,-124.25,39.7,85,100,5.1
576,Nome,US,2021-10-12 23:35:40,64.5011,-165.4064,39.16,81,75,9.22
577,Luau,AO,2021-10-12 23:36:21,-10.7073,22.2247,69.3,35,40,4.07
578,Areosa,PT,2021-10-12 23:36:21,41.7178,-8.8571,67.24,59,0,5.79
579,San Jose,US,2021-10-12 23:35:53,37.3394,-121.895,73.89,20,1,8.01
580,Rongcheng,CN,2021-10-12 23:36:22,30.634,117.8517,62.58,81,100,4.23
581,Port Keats,AU,2021-10-12 23:36:22,-14.25,129.55,87.87,56,46,6.82
582,Madras,IN,2021-10-12 23:36:23,13.0878,80.2785,78.78,89,40,5.75
583,Mehamn,NO,2021-10-12 23:36:23,71.0357,27.8492,41.41,75,99,28.3
584,Mvuma,ZW,2021-10-12 23:36:24,-19.2792,30.5283,53.85,40,0,4.0
585,Bubaque,GW,2021-10-12 23:36:24,11.2833,-15.8333,82.78,76,91,7.72
586,Chamba,IN,2021-10-12 23:36:25,32.5667,76.1333,62.65,41,0,8.61
